tuple_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
197,gofox,0,nan,2:38 p.m.,nan,7:53 p.m.
198,world-flight-tracker,0,9:15 a.m.,9:58 a.m.,12:18 p.m.,12:03 p.m.
199,aa,0,6:00 a.m.,6:57 a.m.,7:30 a.m.,7:51 a.m.
200,boston,0,7:10 a.m.,7:31 a.m.,9:35 a.m.,9:29 a.m.
201,gofox,0,nan,5:09 p.m.,nan,7:53 p.m.
202,gofox,0,3:50 p.m.,4:46 p.m.,6:23 p.m.,6:36 p.m.
203,boston,UA-938-DEN-ORD,nan,4:37 p.m.,nan,7:26 p.m.
204,orbitz,0,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:49 p.m.
205,boston,0,10:25 a.m.,10:37 a.m.,nan,6:13 p.m.
206,gofox,0,nan,7:31 a.m.,nan,10:45 a.m.
207,panynj,0,10:40 a.m.,11:02 a.m.,2:59 p.m.,2:56 p.m.
208,gofox,0,1:33 p.m.,1:48 p.m.,4:31 p.m.,4:18 p.m.
209,boston,0,12:15 p.m.,12:42 p.m.,2:45 p.m.,2:52 p.m.
210,businesstravellogue,0,nan,2:01 p.m.,nan,4:06 p.m.
211,boston,0,11:55 p.m.,nan,5:50 a.m.,nan
212,panynj,0,4:25 p.m.,Not Available,12:29 a.m. Dec 02,Not Available
213,boston,0,9:00 p.m.,Not Available,12:15 a.m. Dec 02,Not Available
214,boston,0,8:25 p.m.,Not Available,11:50 p.m.,Not Available
215,businesstravellogue,0,6:59 a.m.,7:23 a.m.,10:34 a.m.,9:58 a.m.
216,world-flight-tracker,0,8:35 a.m.,8:52 a.m.,11:50 a.m.,11:40 a.m.
217,boston,0,nan,8:37 a.m.,nan,9:11 a.m.
218,gofox,0,1:30 p.m.,Not Available,3:50 p.m.,Not Available
219,boston,0,nan,3:17 p.m.,nan,4:55 p.m.
220,boston,0,nan,7:41 a.m.,nan,8:41 a.m.
221,flightarrival,0,11:08 p.m.,nan,5:11 a.m.Dec 02,nan
222,businesstravellogue,0,5:30 p.m.,nan,6:40 p.m.,nan
223,boston,0,nan,12:45 a.m.,nan,7:58 a.m.
224,boston,0,nan,11:47 a.m.,nan,2:02 p.m.
225,gofox,0,nan,8:40 p.m.,nan,9:11 p.m.
226,usatoday,0,nan,3:04 p.m.,nan,4:24 p.m.
227,boston,0,nan,2:59 p.m.,nan,6:59 p.m.
228,boston,0,nan,9:43 a.m.,nan,12:10 p.m.
229,boston,0,2:35 p.m.,2:44 p.m.,4:05 p.m.,3:36 p.m.
230,boston,0,2:55 p.m.,3:28 p.m.,5:55 p.m.,5:34 p.m.
231,world-flight-tracker,0,7:15 a.m.,7:23 a.m.,11:35 a.m.,11:07 a.m.
232,foxbusiness,0,12:10 p.m.,12:11 p.m.,2:15 p.m.,1:40 p.m.
233,gofox,0,7:55 a.m.,8:05 a.m.,11:05 a.m.,11:00 a.m.
234,businesstravellogue,0,nan,9:05 a.m.,nan,12:00 p.m.
235,allegiantair,0,1:05 p.m.,1:20 p.m.,2:35 p.m.,3:01 p.m.
236,panynj,0,nan,8:56 a.m.,nan,10:10 a.m.
237,aa,0,3:05 p.m.,3:38 p.m.,6:30 p.m.,6:36 p.m.
238,flightstats,0,7:30 a.m.,8:04 a.m.,8:00 a.m.,7:57 a.m.
239,gofox,0,nan,11:41 a.m.,nan,4:52 p.m.
240,gofox,0,4:00 p.m.,4:12 p.m.,6:40 p.m.,6:09 p.m.
241,gofox,0,11:35 a.m.,11:52 a.m.,2:25 p.m.,2:18 p.m.
242,flights,0,7:25 a.m.,7:40 a.m.,11:10 a.m.,10:53 a.m.
243,quicktrip,0,2:55 p.m.,4:02 p.m.,4:49 p.m.,5:09 p.m.
244,gofox,0,11:55 a.m.,11:55 a.m.,6:17 p.m.,5:35 p.m.
245,gofox,0,10:40 a.m.,10:55 a.m.,12:55 p.m.,12:48 p.m.
246,world-flight-tracker,0,6:45 a.m.,6:58 a.m.,7:45 a.m.,7:32 a.m.
247,world-flight-tracker,0,4:00 p.m.,4:15 p.m.,7:05 p.m.,6:33 p.m.
248,panynj,0,6:00 a.m.,6:11 a.m.,6:40 a.m.,6:07 a.m.
249,world-flight-tracker,0,7:10 a.m.,7:40 a.m.,10:45 a.m.,11:00 a.m.
250,flightarrival,0,7:10 a.m.,7:32 a.m.,3:30 p.m.,3:09 p.m.
251,weather,0,7:10 a.m.,nan,9:40 a.m.,nan
252,world-flight-tracker,0,6:40 a.m.,6:54 a.m.,9:25 a.m.,9:09 a.m.
253,flights,0,8:00 a.m.,8:49 a.m.,11:55 a.m.,11:34 a.m.
254,panynj,0,nan,nan,nan,nan
255,weather,AA-1733-ORD-PHX,7:45 p.m.,nan,10:30 p.m.,nan
256,flights,0,6:30 p.m.,6:56 p.m.,7:25 p.m.,7:35 p.m.
257,foxbusiness,0,3:27 p.m.,nan,5:05 p.m.,nan
258,flights,0,nan,nan,nan,nan
259,myrateplan,0,11:25 a.m.,nan,nan,nan
260,weather,0,nan,nan,nan,nan
261,weather,0,11:25 p.m.,11:58 p.m.,6:55 a.m.,7:02 a.m.
262,gofox,0,nan,nan,nan,nan
263,weather,0,12:15 p.m.,nan,2:45 p.m.,nan
264,foxbusiness,0,4:00 p.m.,nan,6:46 p.m.,nan
265,weather,0,9:45 a.m.,nan,1:16 p.m.,nan
266,usatoday,0,7:00 a.m.,nan,9:55 a.m.,nan
267,weather,0,8:15 a.m.,nan,10:06 a.m.,nan
268,world-flight-tracker,0,4:15 p.m.,nan,7:55 p.m.,nan
269,weather,0,2:30 p.m.,nan,7:03 p.m.,nan
270,foxbusiness,0,11:50 a.m.,nan,3:50 p.m.,nan
271,flightstats,0,6:00 a.m.,6:09 a.m.,9:20 a.m.,8:50 a.m.
272,weather,0,11:05 a.m.,nan,4:57 p.m.,nan
273,quicktrip,0,6:00 a.m.,nan,10:20 a.m.,nan
274,businesstravellogue,0,nan,nan,nan,nan
275,gofox,0,nan,nan,2:20 p.m.,nan
276,gofox,0,10:15 a.m.,10:19 a.m.,12:10 p.m.,11:50 a.m.
277,businesstravellogue,0,7:30 a.m.,nan,8:00 a.m.,nan
278,gofox,0,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:13 p.m.
279,gofox,0,nan,nan,nan,nan
280,foxbusiness,0,9:05 a.m.,10:11 a.m.,12:35 p.m.,1:11 p.m.
281,allegiantair,0,nan,nan,nan,nan
282,weather,0,12:00 p.m.,nan,1:45 p.m.,nan
283,flights,0,7:25 a.m.,7:40 a.m.,11:10 a.m.,10:52 a.m.
284,gofox,0,11:35 a.m.,11:52 a.m.,2:25 p.m.,2:17 p.m.
285,world-flight-tracker,0,10:40 a.m.,11:06 a.m.,2:45 p.m.,2:36 p.m.
286,world-flight-tracker,0,7:15 a.m.,7:22 a.m.,10:35 a.m.,10:34 a.m.
287,weather,0,8:05 a.m.,nan,11:35 a.m.,nan
288,flightarrival,0,6:45 p.m.,nan,9:10 p.m.,nan
289,panynj,0,12:00 p.m.,12:12 p.m.,3:15 p.m.,3:09 p.m.
290,world-flight-tracker,0,7:15 p.m.,nan,12:21 a.m.,nan
291,weather,0,nan,nan,nan,nan
292,gofox,0,9:15 a.m.,nan,12:18 p.m.,nan
293,aa,0,6:00 a.m.,nan,7:30 a.m.,nan
294,weather,0,7:10 a.m.,7:31 a.m.,9:35 a.m.,9:23 a.m.
295,world-flight-tracker,0,3:50 p.m.,nan,6:23 p.m.,nan
296,boston,0,4:16 p.m.,nan,nan,nan
297,usatoday,0,8:00 p.m.,nan,9:45 p.m.,nan
298,weather,0,10:25 a.m.,nan,6:44 p.m.,nan
299,gofox,0,nan,nan,nan,nan
300,weather,0,10:40 a.m.,11:02 a.m.,2:59 p.m.,2:52 p.m.
301,businesstravellogue,0,1:33 p.m.,nan,4:31 p.m.,nan
302,quicktrip,0,11:55 p.m.,12:11 a.m.,5:50 a.m.,5:49 a.m.
303,panynj,0,4:25 p.m.,4:30 p.m.,12:29 a.m.,11:56 p.m.
304,weather,0,9:00 p.m.,nan,12:15 a.m.,nan
305,flightarrival,0,8:25 p.m.,8:44 p.m.,11:50 p.m.,11:54 p.m.
306,allegiantair,0,6:59 a.m.,7:23 a.m.,10:34 a.m.,9:56 a.m.
307,gofox,0,8:35 a.m.,8:52 a.m.,11:50 a.m.,11:39 a.m.
308,flightstats,0,2:30 p.m.,nan,6:15 p.m.,nan
309,flights,0,nan,nan,nan,nan
310,gofox,0,1:30 p.m.,nan,3:50 p.m.,nan
311,weather,0,2:53 p.m.,nan,4:48 p.m.,nan
312,weather,0,7:35 a.m.,nan,9:43 a.m.,nan
313,flightview,0,nan,nan,nan,nan
314,flightarrival,0,11:15 a.m.,nan,nan,nan
315,weather,0,8:20 p.m.,nan,9:20 p.m.,nan
316,usatoday,0,nan,nan,nan,nan
317,weather,0,2:30 p.m.,nan,7:03 p.m.,nan
318,ifly,0,2:35 p.m.,nan,4:05 p.m.,nan
319,panynj,0,2:55 p.m.,nan,5:55 p.m.,nan
320,world-flight-tracker,0,7:15 a.m.,7:23 a.m.,11:35 a.m.,11:04 a.m.
321,flightview,0,nan,nan,nan,nan
322,foxbusiness,0,12:10 p.m.,nan,2:15 p.m.,nan
323,weather,0,7:55 a.m.,nan,11:05 a.m.,nan
324,businesstravellogue,0,nan,nan,nan,nan
325,quicktrip,0,1:05 p.m.,1:20 p.m.,2:35 p.m.,2:49 p.m.
326,flightarrival,0,nan,8:07 a.m.,nan,1:23 p.m.
327,panynj,0,nan,nan,nan,nan
328,weather,0,3:05 p.m.,nan,6:30 p.m.,nan
329,businesstravellogue,0,4:00 p.m.,nan,6:40 p.m.,nan
330,mytripandmore,0,2:55 p.m.,nan,4:49 p.m.,nan
331,world-flight-tracker,0,11:55 a.m.,nan,6:17 p.m.,nan
332,world-flight-tracker,0,10:40 a.m.,nan,12:55 p.m.,nan
333,world-flight-tracker,0,6:45 a.m.,6:58 a.m.,7:45 a.m.,7:40 a.m.
334,world-flight-tracker,0,4:00 p.m.,nan,7:05 p.m.,nan
335,flights,0,6:00 a.m.,nan,6:40 a.m.,nan
336,gofox,0,7:10 a.m.,7:40 a.m.,10:45 a.m.,10:49 a.m.
337,foxbusiness,0,7:10 a.m.,nan,3:30 p.m.,nan
338,flights,0,nan,7:16 a.m.,9:40 a.m.,9:22 a.m.
339,usatoday,0,nan,nan,nan,nan
340,airtravelcenter,0,6:40 a.m.,6:54 a.m.,nan,9:14 a.m.
341,flights,0,8:00 a.m.,8:48 a.m.,11:55 a.m.,11:30 a.m.
342,panynj,0,nan,9:00 a.m.,nan,9:29 a.m.
343,aa,0,nan,7:59 p.m.,nan,10:31 p.m.
344,foxbusiness,0,3:27 p.m.,3:50 p.m.,5:05 p.m.,5:14 p.m.
345,foxbusiness,0,nan,nan,nan,nan
346,airtravelcenter,0,nan,11:41 a.m.,nan,4:54 p.m.
347,businesstravellogue,0,nan,10:53 a.m.,nan,11:11 a.m.
348,airtravelcenter,0,nan,11:29 p.m.,nan,12/2/11 6:35 a.m.
349,businesstravellogue,0,nan,6:10 a.m.,nan,7:04 a.m.
350,gofox,0,nan,nan,nan,nan
351,travelocity,0,4:00 p.m.,4:10 p.m.,6:46 p.m.,6:25 p.m.
352,airtravelcenter,0,7:35 a.m.,nan,9:21 a.m.,nan
353,ifly,0,9:45 a.m.,nan,1:16 p.m.,nan
354,foxbusiness,0,9:05 a.m.,10:11 a.m.,12:35 p.m.,1:11 p.m.
355,airtravelcenter,0,nan,8:26 a.m.,nan,9:56 a.m.
356,airtravelcenter,0,7:00 a.m.,7:25 a.m.,9:55 a.m.,9:29 a.m.
357,airtravelcenter,0,nan,4:29 p.m.,7:55 p.m.,7:37 p.m.
358,businesstravellogue,0,nan,10:54 a.m.,nan,1:36 p.m.
359,airtravelcenter,0,2:30 p.m.,nan,7:03 p.m.,nan
360,airtravelcenter,0,8:05 a.m.,nan,11:35 a.m.,nan
361,airtravelcenter,0,nan,3:04 p.m.,nan,4:43 p.m.
362,airtravelcenter,0,11:50 a.m.,12:13 p.m.,3:50 p.m.,4:08 p.m.
363,airtravelcenter,0,11:40 a.m.,nan,1:17 p.m.,nan
364,flightstats,0,6:00 a.m.,6:09 a.m.,9:20 a.m.,8:50 a.m.
365,airtravelcenter,0,11:05 a.m.,11:45 a.m.,4:57 p.m.,5:00 p.m.
366,quicktrip,0,6:00 a.m.,nan,10:20 a.m.,nan
367,businesstravellogue,0,nan,nan,nan,nan
