Cont1,Cont2,Cont3,Cont4,Cont5,Cont6,Cont7,Cont8,Cont9,Cont10
37,-15,78,0,10,0,42,44,26,1
56,1,80,0,56,1,24,44,0,1
47,-4,86,0,46,0,39,39,0,1
49,-4,95,-1,50,-5,58.0,44,0,1
57,0,95,0,56,0,25,44,0,1
41,1,95,0,42,44,66,44,0,1
37,0,79,0,10,44,51,44,26,1
62,-2,95,0,44,0,45,48,2,1
43,0,86,0,44,21,51,42,0,1
55,0,95,0,56,44,32.0,44,0,1
47,-1,86,-2,46,0,39,39,2,1
45,-4,81,1,44,-5,36,44,2,1
57,0,95,-1,56,0,31.0,44,0,1
37,0,76,0,30,-23,40,45,6,1
41,-1,95,0,42,0,51,59,0,1
49,-1,79,0,50,1,30.0,44,0,1
37,0,95,-2,16,-5,67.0,44,22,1
55,0,92,0,30,-7,37,44,24,4
107,-2,95,-1,44,-23,1,44,38,5
55,0,95,-3,44,44,42,44,6,4
56,3,95,0,44,44,29.0,44,0,1
56,2,83,0,44,0,39,51,0,1
49,-1,86,0,50,4,37,44,0,1
37,0,78,0,8,21,41,44,2,1
106,0,95,0,44,0,1,44,2,1
37,0,78,0,12,-9,41,44,24,1
43,0,95,0,44,44,59.0,44,0,1
56,0,92,0,56,0,36,44,0,1
42,0,79,6,42,0,36,44,2,1
37,0,95,-7,12,0,55.0,44,24,1
66,0,95,0,44,4,43,42,0,1
39,0,79,-1,38,-5,51,41,0,1
37,0,79,3,8,0,42,44,30,1
84,1,95,0,-4,-5,3,44,88.0,5
51,-4,86,0,44,44,35.0,44,0,1
52,-3,84,0,44,-5,31.0,44,0,1
49,0,95,0,46,-6,51,44,2,1
37,0,95,0,18,44,58.0,44,20,1
50,0,81,0,50,0,31.0,44,2,1
44,0,95,2,42,-12,37,39,2,1
37,0,76,0,20,-20.0,40,44,16,1
45,0,95,0,44,-5,37,44,2,1
37,0,95,0,2,-24,42,75,34,1
43,0,81,-7,42,0,38,44,2,1
41,0,81,0,42,0,51,39,0,1
55,0,95,0,44,-5,26,121.0,2,4
45,-1,95,0,44,0,44,44,0,1
56,0,95,0,34,-12,69.0,44,4,1
45,0,95,0,46,5,34.0,44,0,1
37,0,95,0,44,224.0,42,44,26,1
76,0,81,8,44,0,5,51,116.0,5
44,-1,95,0,44,0,41,41,0,1
43,-1,76,0,44,44,32.0,44,0,1
56,-2,95,2,42,-16,51,56,2,4
56,2,95,0,44,-5,32.0,44,2,1
48,0,95,-4,46,0,32.0,44,2,1
55,1,77,0,44,0,23,44,0,1
37,2,95,0,34,-2,60.0,44,4,1
55,0,78,-1,44,-5,23,51,56,4
56,0,95,4,34,0,40,44,22,4
44,0,86,0,42,-19,51,44,2,1
55,-4,95,0,50,0,41,44,6,4
37,0,78,0,-2,-5,42,81,40,1
49,1,95,0,50,0,46,46,0,1
37,0,95,1,10,0,58.0,44,26,1
44,0,95,-1,42,-16,56.0,44,2,1
107,-4,95,0,44,-5,1,51,2,5
37,0,95,0,44,-7,41,44,10,1
56,0,86,1,44,0,31.0,44,2,1
56,0,76,0,-12,-19,20.0,44,68.0,4
42,0,95,-7,42,-5,38,39,0,1
37,0,95,0,36,-5,39,39,2,1
80,1,84,0,44,-5,4,112.0,108.0,5
45,0,79,0,44,-5,34.0,44,2,1
56,0,95,5,42,-5,46,51,2,1
44,1,86,0,44,4,43,42,2,1
50,-1,95,0,50,-1,36,44,0,1
51,-1,86,0,44,-6,36,44,2,1
45,-1,78,0,44,14,33.0,44,2,1
46,0,86,0,46,4,41,44,2,1
37,0,83,0,30,-23,46,51,6,1
42,5,84,1,42,0,42,44,2,1
56,0,95,0,56,0,33.0,44,2,1
37,0,79,-5,26,0,43,44,10,1
42,-1,95,0,42,0,45,46,2,1
37,0,75,0,20,5,38,44,16,1
37,0,95,0,18,-29.0,59.0,78,18,1
56,0,95,0,6,26,4,44,80,5
56,0,95,-2,44,-1,40,44,4,4
56,0,84,0,44,44,32.0,44,0,1
56,0,79,-1,6,-3,23,44,50,4
37,0,81,0,44,-18,51,44,14,1
56,0,77,0,26,0,40,44,10,1
41,0,76,0,42,25,35.0,44,0,1
41,-5,95,0,42,44,47,46,0,1
45,-4,95,0,44,-19,51,44,2,1
56,0,95,0,56,26,51.0,44,0,1
49,0,95,0,46,-5,51,44,2,1
56,1,95,-3,44,0,40,51,2,1
50,-2,81,-6,50,-8,32.0,51,0,1
48,-2,95,0,46,-3,47,44,2,1
56,0,95,-2,44,1,41,45,4,4
56,0,95,2,46,0,37,46,10,4
37,0,83,-1,18,0,47,51,2,1
41,0,95,0,38,-21.0,41,44,2,1
55,0,77,1,-18,8,51,44,74.0,4
62,0,95,0,44,44,48.0,44,0,1
56,0,95,0,44,21,41,46,4,4
43,-2,77,0,42,-5,34.0,51,2,1
50,0,95,1,44,-5,60.0,44,2,1
56,0,77,0,34,-2,40,44,2,1
48,-4,79,0,46,0,31.0,44,2,1
37,0,77,0,44,-5,40,44,36,1
49,1,78,0,50,14,29.0,44,2,1
55,1,81,0,44,-5,27.0,44,0,1
58,3,81,-5,56,0,24,44,0,1
37,0,81,5,44,1,43,44,4,1
46,-2,95,3,44,5,47,46,0,1
41,-3,95,0,42,12,37,44,0,1
46,5,95,0,46,0,40,39,0,1
56,0,95,0,44,14,40,42,2,1
42,-3,95,0,42,0,57.0,44,2,1
56,-3,95,-1,44,0,41,41,0,1
41,0,81,0,42,44,40,39,0,1
46,0,95,0,44,-26.0,42,44,2,1
80,-4,84,0,-14,0,4,44,96,5
85,0,95,1,-2,0,3,44,88.0,5
37,0,75,0,44,44,38,44,12,1
56,-1,95,0,44,0,40,42,2,1
56,0,78,0,6,-5,23,73,50,1
55,-1,79,-6,20,-20.0,51,59,34,1
41,0,86,5,42,44,45,45,2,1
37,0,77,0,26,-2,41,51,2,1
83,0,86,0,-6,-5,3,44,90.0,5
56,1,77,0,16,-1,22,44,40,4
41,0,81,0,42,-5,40,39,0,1
55,0,78,0,24,-24,23,44,32,4
44,-3,86,0,44,0,42,42,0,1
44,2,84,0,44,44,40,44,0,1
44,0,76,1,44,8,32.0,51,0,1
37,0,77,0,28,511.0,40,48,8,1
37,0,81,0,24,-5,44,44,14,1
56,3,76,0,44,12,32.0,51,0,1
37,0,77,0,34,2,40,44,4,1
37,0,79,0,36,-8,42,44,2,1
54,0,95,0,44,0,28.0,44,0,1
49,0,95,2,50,1,51,46,0,1
37,0,76,0,28,24,39,48,8,1
44,1,86,0,44,-5,42,42,0,1
45,0,77,0,44,-14,32.0,44,2,1
42,-2,95,0,44,-5,43,44,0,1
51,0,83,0,44,0,32.0,44,2,1
37,0,78,-4,28,0,41,44,8,1
42,0,78,-3,42,0,37,44,0,1
55,0,95,1,42,-5,41,44,14,4
56,0,76,0,44,0,30.0,44,0,1
57,0,95,5,56,0,25,44,0,1
56,0,95,0,44,1,39,51,2,1
56,0,95,0,-12,-13,26,44,68.0,4
56,5,80,0,-2,4,24,44,58,4
105,0,95,-3,44,8,51,44,34,5
56,0,95,0,56,-5,26,44,0,1
45,0,77,0,46,44,31.0,44,0,1
57,0,81,3,44,0,24,44,0,1
59,0,86,0,44,0,28.0,44,0,1
55,1,95,4,50,0,41,44,2,4
56,0,81,0,20,-5,44,44,2,1
43,0,77,0,42,0,51,44,2,1
51,5,95,0,44,0,51.0,44,0,1
56,0,95,-2,18,-10,58.0,44,2,1
56,0,77,0,-10,5,21,44,66,4
56,0,81,0,44,0,43,42,0,1
56,0,95,5,56,0,30.0,51,2,1
37,0,95,0,24,-2,69.0,44,14,1
43,-2,81,0,44,-10,37,39,2,1
42,4,86,0,44,-5,51,44,2,1
43,-1,83,0,42,-3,51,42,2,1
56,1,95,0,42,0,60.0,51,2,1
56,0,95,0,44,-16,34.0,44,2,1
44,0,86,-2,42,-30,42,44,2,1
43,0,86,2,42,-5,43,45,2,1
55,0,77,-4,28,-12,21,48,28,4
37,0,95,0,36,0,51,44,2,1
64,0,95,0,44,-12,51,44,2,1
44,3,95,0,42,-13,37,39,2,1
37,0,79,-4,36,-5,41,44,2,1
37,0,78,0,10,20,41,44,26,1
45,0,86,6,44,-12,41,42,2,1
41,0,83,0,42,-5,41,41,0,1
49,0,95,0,50,44,33.0,44,0,1
56,2,81,1,44,44,5,51,118.0,5
53,0,86,1,44,-14,33.0,51,2,1
37,0,95,-1,30,0,51,45,6,1
55,4,86,0,44,0,30.0,44,2,1
50,3,77,5,50,0,27.0,44,2,1
37,-1,95,-3,36,-5,69.0,44,0,1
41,0,95,0,42,44,51,41,0,1
37,0,95,0,30,-13,51,44,6,1
39,-3,78,6,38,0,51,51,0,1
37,-2,75,0,36,-13,37,39,2,1
37,0,77,0,-24,-3,41,103,2,1
55,0,83,0,-30,-2,27.0,114.0,86,4
43,0,81,0,42,-4,38,44,2,1
49,3,95,0,50,2,53.0,44,0,1
38,-3,77,6,38,0,39,44,0,1
45,0,76,-1,44,-5,31.0,44,2,1
37,-5,77,0,36,1,51,51,0,1
56,2,83,0,46,44,37,44,2,1
37,0,95,0,16,-7,58.0,51,22,1
37,0,83,1,44,0,46,85,40,1
59,0,86,0,56,-5,27.0,44,2,1
37,0,83,0,16,-24,47,44,22,1
45,-1,79,0,46,0,34.0,44,0,1
45,-1,95,0,44,-16,42,51,2,1
55,2,95,-13,0,-5,17.0,44,56,4
38,0,95,0,38,5,69.0,44,0,1
45,-4,79,0,44,-15,33.0,51,2,1
44,-3,77,0,44,44,33.0,44,0,1
56,0,84,0,-22,-13,51,108.0,2,5
37,0,81,-1,36,0,44,51,0,1
48,0,95,-1,46,-2,34.0,51,2,1
41,0,80,2,42,0,39,39,0,1
41,0,77,0,42,0,36,44,0,1
47,3,95,2,46,0,40,44,0,1
56,0,78,0,44,-5,41,44,18,1
41,0,79,4,42,5,38,44,0,1
42,2,86,1,42,0,51,51,2,1
62,0,95,2,44,0,47,44,2,1
49,0,95,0,50,8,36,44,2,1
56,1,95,3,44,0,49.0,44,2,1
37,0,77,4,8,0,51,44,28,1
37,0,77,-2,8,0,40,44,28,1
48,0,84,8,46,0,36,44,2,1
45,0,95,1,46,44,40,39,0,1
56,0,86,-7,44,0,39,44,0,1
56,0,95,0,50,1,40,44,8,1
37,0,83,0,2,-23,46,51,34,1
37,0,81,0,-2,44,44,44,40,1
54,1,95,0,44,0,28.0,44,0,1
56,1,76,0,42,0,33.0,44,2,1
56,0,78,-1,8,1,23,44,48,1
41,-1,81,0,42,44,41,44,0,1
79,0,83,0,-30,38,4,51,110.0,1
37,0,81,-4,20,1,44,44,16,1
51,0,86,0,44,5,35.0,44,0,1
56,0,95,0,56,4,39,39,0,1
37,0,95,0,24,-13,68.0,82,14,1
48,4,77,0,46,0,28.0,44,2,1
45,0,81,0,44,-5,36,44,2,1
45,4,95,0,44,-5,63.0,44,0,1
41,-5,95,0,42,0,67.0,44,0,1
56,0,76,0,34,44,39,44,4,1
46,3,95,0,44,44,44,51,0,1
54,0,95,-2,44,0,34.0,51,0,1
37,-4,95,0,28,0,53.0,44,8,1
43,0,95,1,42,0,42,44,2,1
56,0,95,-3,38,-12,51,44,2,1
55,-4,80,-2,20,-7,25,59,2,4
42,-5,84,0,42,0,42,44,2,1
55,0,92,0,-4,5,36,44,60.0,4
51,4,95,0,50,-11,34.0,51,2,1
37,0,78,0,-4,44,42,44,42,1
38,-2,92,0,26,44,54.0,44,2,1
41,0,79,-1,38,0,39,41,2,1
45,0,95,0,44,-12,42,44,2,1
55,4,77,0,44,0,22,44,0,1
